waypoint number       time [s]              PosX [mm]             PosY [mm]             PosZ [mm]             Roll [degrees]        Pitch [degrees]       Yaw [degrees]         Cycle time [ms]       
3740                  37.413563196494906    0.0                   0.0                   -9.431438127090301    0.0                   0.0                   0.0                   10.000952471663993    
3741                  37.42356414896657     0.0                   0.0                   -9.498327759197323    0.0                   0.0                   0.0                   10.000952471663993    
3742                  37.433565101438234    0.0                   0.0                   -9.565217391304348    0.0                   0.0                   0.0                   10.000952471663993    
3743                  37.4435660539099      0.0                   0.0                   -9.63210702341137     0.0                   0.0                   0.0                   10.000952471663993    
3744                  37.45356700638156     0.0                   0.0                   -9.698996655518394    0.0                   0.0                   0.0                   10.000952471663993    
3745                  37.463567958853226    0.0                   0.0                   -9.765886287625417    0.0                   0.0                   0.0                   10.000952471663993    
3746                  37.47356891132489     0.0                   0.0                   -9.832775919732441    0.0                   0.0                   0.0                   10.000952471663993    
3747                  37.48356986379655     0.0                   0.0                   -9.899665551839464    0.0                   0.0                   0.0                   10.000952471663993    
3748                  37.49357081626822     0.0                   0.0                   -9.966555183946488    0.0                   0.0                   0.0                   10.000952471663993    
3749                  37.50357176873988     0.0                   0.0                   -10.033444816053512   0.0                   0.0                   0.0                   10.000952471663993    
3750                  37.513572721211546    0.0                   0.0                   -10.100334448160535   0.0                   0.0                   0.0                   10.000952471663993    
3751                  37.52357367368321     0.0                   0.0                   -10.167224080267559   0.0                   0.0                   0.0                   10.000952471663993    
3752                  37.53357462615487     0.0                   0.0                   -10.234113712374581   0.0                   0.0                   0.0                   10.000952471663993    
3753                  37.54357557862654     0.0                   0.0                   -10.301003344481606   0.0                   0.0                   0.0                   10.000952471663993    
3754                  37.5535765310982      0.0                   0.0                   -10.367892976588628   0.0                   0.0                   0.0                   10.000952471663993    
3755                  37.563577483569865    0.0                   0.0                   -10.434782608695652   0.0                   0.0                   0.0                   10.000952471663993    
3756                  37.57357843604153     0.0                   0.0                   -10.501672240802675   0.0                   0.0                   0.0                   10.000952471663993    
3757                  37.58357938851319     0.0                   0.0                   -10.568561872909699   0.0                   0.0                   0.0                   10.000952471663993    
3758                  37.59358034098486     0.0                   0.0                   -10.635451505016722   0.0                   0.0                   0.0                   10.000952471663993    
3759                  37.60358129345652     0.0                   0.0                   -10.702341137123746   0.0                   0.0                   0.0                   10.000952471663993    
3760                  37.613582245928185    0.0                   0.0                   -10.769230769230768   0.0                   0.0                   0.0                   10.000952471663993    
3761                  37.62358319839985     0.0                   0.0                   -10.836120401337793   0.0                   0.0                   0.0                   10.000952471663993    
3762                  37.63358415087151     0.0                   0.0                   -10.903010033444815   0.0                   0.0                   0.0                   10.000952471663993    
3763                  37.64358510334318     0.0                   0.0                   -10.96989966555184    0.0                   0.0                   0.0                   10.000952471663993    
3764                  37.65358605581484     0.0                   0.0                   -11.036789297658862   0.0                   0.0                   0.0                   10.000952471663993    
3765                  37.663587008286505    0.0                   0.0                   -11.103678929765886   0.0                   0.0                   0.0                   10.000952471663993    
3766                  37.67358796075817     0.0                   0.0                   -11.170568561872908   0.0                   0.0                   0.0                   10.000952471663993    
3767                  37.68358891322983     0.0                   0.0                   -11.237458193979933   0.0                   0.0                   0.0                   10.000952471663993    
3768                  37.6935898657015      0.0                   0.0                   -11.304347826086955   0.0                   0.0                   0.0                   10.000952471663993    
3769                  37.70359081817316     0.0                   0.0                   -11.37123745819398    0.0                   0.0                   0.0                   10.000952471663993    
3770                  37.713591770644825    0.0                   0.0                   -11.438127090301004   0.0                   0.0                   0.0                   10.000952471663993    
3771                  37.72359272311649     0.0                   0.0                   -11.505016722408026   0.0                   0.0                   0.0                   10.000952471663993    
3772                  37.73359367558815     0.0                   0.0                   -11.57190635451505    0.0                   0.0                   0.0                   10.000952471663993    
3773                  37.74359462805982     0.0                   0.0                   -11.638795986622073   0.0                   0.0                   0.0                   10.000952471663993    
3774                  37.75359558053148     0.0                   0.0                   -11.705685618729097   0.0                   0.0                   0.0                   10.000952471663993    
3775                  37.763596533003145    0.0                   0.0                   -11.77257525083612    0.0                   0.0                   0.0                   10.000952471663993    
3776                  37.77359748547481     0.0                   0.0                   -11.839464882943144   0.0                   0.0                   0.0                   10.000952471663993    
3777                  37.78359843794647     0.0                   0.0                   -11.906354515050166   0.0                   0.0                   0.0                   10.000952471663993    
3778                  37.79359939041814     0.0                   0.0                   -11.97324414715719    0.0                   0.0                   0.0                   10.000952471663993    
3779                  37.8036003428898      0.0                   0.0                   -12.040133779264213   0.0                   0.0                   0.0                   10.000952471663993    
3780                  37.813601295361465    0.0                   0.0                   -12.107023411371237   0.0                   0.0                   0.0                   10.000952471663993    
3781                  37.82360224783313     0.0                   0.0                   -12.17391304347826    0.0                   0.0                   0.0                   10.000952471663993    
3782                  37.83360320030479     0.0                   0.0                   -12.240802675585284   0.0                   0.0                   0.0                   10.000952471663993    
3783                  37.84360415277646     0.0                   0.0                   -12.307692307692307   0.0                   0.0                   0.0                   10.000952471663993    
3784                  37.85360510524812     0.0                   0.0                   -12.37458193979933    0.0                   0.0                   0.0                   10.000952471663993    
3785                  37.863606057719785    0.0                   0.0                   -12.441471571906353   0.0                   0.0                   0.0                   10.000952471663993    
3786                  37.87360701019145     0.0                   0.0                   -12.508361204013378   0.0                   0.0                   0.0                   10.000952471663993    
3787                  37.88360796266311     0.0                   0.0                   -12.5752508361204     0.0                   0.0                   0.0                   10.000952471663993    
3788                  37.89360891513478     0.0                   0.0                   -12.642140468227424   0.0                   0.0                   0.0                   10.000952471663993    
3789                  37.90360986760644     0.0                   0.0                   -12.709030100334447   0.0                   0.0                   0.0                   10.000952471663993    
3790                  37.913610820078105    0.0                   0.0                   -12.775919732441471   0.0                   0.0                   0.0                   10.000952471663993    
3791                  37.92361177254977     0.0                   0.0                   -12.842809364548494   0.0                   0.0                   0.0                   10.000952471663993    
3792                  37.93361272502143     0.0                   0.0                   -12.909698996655518   0.0                   0.0                   0.0                   10.000952471663993    
3793                  37.9436136774931      0.0                   0.0                   -12.976588628762542   0.0                   0.0                   0.0                   10.000952471663993    
3794                  37.95361462996476     0.0                   0.0                   -13.043478260869565   0.0                   0.0                   0.0                   10.000952471663993    
3795                  37.963615582436425    0.0                   0.0                   -13.110367892976589   0.0                   0.0                   0.0                   10.000952471663993    
3796                  37.97361653490809     0.0                   0.0                   -13.177257525083611   0.0                   0.0                   0.0                   10.000952471663993    
3797                  37.98361748737975     0.0                   0.0                   -13.244147157190636   0.0                   0.0                   0.0                   10.000952471663993    
3798                  37.99361843985142     0.0                   0.0                   -13.311036789297658   0.0                   0.0                   0.0                   10.000952471663993    
3799                  38.00361939232308     0.0                   0.0                   -13.377926421404682   0.0                   0.0                   0.0                   10.000952471663993    
3800                  38.013620344794745    0.0                   0.0                   -13.444816053511705   0.0                   0.0                   0.0                   10.000952471663993    
3801                  38.02362129726641     0.0                   0.0                   -13.511705685618729   0.0                   0.0                   0.0                   10.000952471663993    
3802                  38.03362224973807     0.0                   0.0                   -13.578595317725751   0.0                   0.0                   0.0                   10.000952471663993    
3803                  38.04362320220974     0.0                   0.0                   -13.645484949832776   0.0                   0.0                   0.0                   10.000952471663993    
3804                  38.0536241546814      0.0                   0.0                   -13.712374581939798   0.0                   0.0                   0.0                   10.000952471663993    
3805                  38.063625107153065    0.0                   0.0                   -13.779264214046822   0.0                   0.0                   0.0                   10.000952471663993    
3806                  38.07362605962473     0.0                   0.0                   -13.846153846153845   0.0                   0.0                   0.0                   10.000952471663993    
3807                  38.08362701209639     0.0                   0.0                   -13.91304347826087    0.0                   0.0                   0.0                   10.000952471663993    
3808                  38.09362796456806     0.0                   0.0                   -13.979933110367892   0.0                   0.0                   0.0                   10.000952471663993    
3809                  38.10362891703972     0.0                   0.0                   -14.046822742474916   0.0                   0.0                   0.0                   10.000952471663993    
3810                  38.113629869511385    0.0                   0.0                   -14.113712374581938   0.0                   0.0                   0.0                   10.000952471663993    
3811                  38.12363082198305     0.0                   0.0                   -14.180602006688963   0.0                   0.0                   0.0                   10.000952471663993    
3812                  38.13363177445471     0.0                   0.0                   -14.247491638795985   0.0                   0.0                   0.0                   10.000952471663993    
3813                  38.14363272692638     0.0                   0.0                   -14.31438127090301    0.0                   0.0                   0.0                   10.000952471663993    
3814                  38.15363367939804     0.0                   0.0                   -14.381270903010034   0.0                   0.0                   0.0                   10.000952471663993    
3815                  38.163634631869705    0.0                   0.0                   -14.448160535117056   0.0                   0.0                   0.0                   10.000952471663993    
3816                  38.17363558434137     0.0                   0.0                   -14.51505016722408    0.0                   0.0                   0.0                   10.000952471663993    
3817                  38.18363653681303     0.0                   0.0                   -14.581939799331103   0.0                   0.0                   0.0                   10.000952471663993    
3818                  38.1936374892847      0.0                   0.0                   -14.648829431438127   0.0                   0.0                   0.0                   10.000952471663993    
3819                  38.20363844175636     0.0                   0.0                   -14.71571906354515    0.0                   0.0                   0.0                   10.000952471663993    
3820                  38.213639394228025    0.0                   0.0                   -14.782608695652174   0.0                   0.0                   0.0                   10.000952471663993    
3821                  38.22364034669969     0.0                   0.0                   -14.849498327759196   0.0                   0.0                   0.0                   10.000952471663993    
3822                  38.23364129917135     0.0                   0.0                   -14.91638795986622    0.0                   0.0                   0.0                   10.000952471663993    
3823                  38.24364225164302     0.0                   0.0                   -14.983277591973243   0.0                   0.0                   0.0                   10.000952471663993    
3824                  38.25364320411468     0.0                   0.0                   -15.050167224080267   0.0                   0.0                   0.0                   10.000952471663993    
3825                  38.263644156586345    0.0                   0.0                   -15.11705685618729    0.0                   0.0                   0.0                   10.000952471663993    
3826                  38.27364510905801     0.0                   0.0                   -15.183946488294314   0.0                   0.0                   0.0                   10.000952471663993    
3827                  38.28364606152967     0.0                   0.0                   -15.250836120401337   0.0                   0.0                   0.0                   10.000952471663993    
3828                  38.29364701400134     0.0                   0.0                   -15.31772575250836    0.0                   0.0                   0.0                   10.000952471663993    
3829                  38.303647966472994    0.0                   0.0                   -15.384615384615383   0.0                   0.0                   0.0                   10.000952471656888    
3830                  38.31364891894466     0.0                   0.0                   -15.451505016722408   0.0                   0.0                   0.0                   10.000952471663993    
3831                  38.32364987141632     0.0                   0.0                   -15.51839464882943    0.0                   0.0                   0.0                   10.000952471663993    
3832                  38.333650823887986    0.0                   0.0                   -15.585284280936454   0.0                   0.0                   0.0                   10.000952471663993    
3833                  38.34365177635965     0.0                   0.0                   -15.652173913043477   0.0                   0.0                   0.0                   10.000952471663993    
3834                  38.353652728831314    0.0                   0.0                   -15.719063545150501   0.0                   0.0                   0.0                   10.000952471663993    
3835                  38.36365368130298     0.0                   0.0                   -15.785953177257525   0.0                   0.0                   0.0                   10.000952471663993    
3836                  38.37365463377464     0.0                   0.0                   -15.852842809364548   0.0                   0.0                   0.0                   10.000952471663993    
3837                  38.383655586246306    0.0                   0.0                   -15.919732441471572   0.0                   0.0                   0.0                   10.000952471663993    
3838                  38.39365653871797     0.0                   0.0                   -15.986622073578594   0.0                   0.0                   0.0                   10.000952471663993    
3839                  38.403657491189634    0.0                   0.0                   -16.05351170568562    0.0                   0.0                   0.0                   10.000952471663993    
3840                  38.4136584436613      0.0                   0.0                   -16.120401337792643   0.0                   0.0                   0.0                   10.000952471663993    
3841                  38.42365939613296     0.0                   0.0                   -16.187290969899664   0.0                   0.0                   0.0                   10.000952471663993    
3842                  38.433660348604626    0.0                   0.0                   -16.254180602006688   0.0                   0.0                   0.0                   10.000952471663993    
3843                  38.44366130107629     0.0                   0.0                   -16.321070234113712   0.0                   0.0                   0.0                   10.000952471663993    
3844                  38.453662253547954    0.0                   0.0                   -16.387959866220736   0.0                   0.0                   0.0                   10.000952471663993    
3845                  38.46366320601962     0.0                   0.0                   -16.454849498327757   0.0                   0.0                   0.0                   10.000952471663993    
3846                  38.47366415849128     0.0                   0.0                   -16.52173913043478    0.0                   0.0                   0.0                   10.000952471663993    
3847                  38.483665110962946    0.0                   0.0                   -16.588628762541806   0.0                   0.0                   0.0                   10.000952471663993    
3848                  38.49366606343461     0.0                   0.0                   -16.65551839464883    0.0                   0.0                   0.0                   10.000952471663993    
3849                  38.503667015906274    0.0                   0.0                   -16.72240802675585    0.0                   0.0                   0.0                   10.000952471663993    
3850                  38.51366796837794     0.0                   0.0                   -16.789297658862875   0.0                   0.0                   0.0                   10.000952471663993    
3851                  38.5236689208496      0.0                   0.0                   -16.8561872909699     0.0                   0.0                   0.0                   10.000952471663993    
3852                  38.533669873321266    0.0                   0.0                   -16.923076923076923   0.0                   0.0                   0.0                   10.000952471663993    
3853                  38.54367082579293     0.0                   0.0                   -16.989966555183944   0.0                   0.0                   0.0                   10.000952471663993    
3854                  38.553671778264594    0.0                   0.0                   -17.05685618729097    0.0                   0.0                   0.0                   10.000952471663993    
3855                  38.56367273073626     0.0                   0.0                   -17.123745819397993   0.0                   0.0                   0.0                   10.000952471663993    
3856                  38.57367368320792     0.0                   0.0                   -17.190635451505017   0.0                   0.0                   0.0                   10.000952471663993    
3857                  38.583674635679586    0.0                   0.0                   -17.25752508361204    0.0                   0.0                   0.0                   10.000952471663993    
3858                  38.59367558815125     0.0                   0.0                   -17.32441471571906    0.0                   0.0                   0.0                   10.000952471663993    
3859                  38.603676540622914    0.0                   0.0                   -17.391304347826086   0.0                   0.0                   0.0                   10.000952471663993    
3860                  38.61367749309458     0.0                   0.0                   -17.45819397993311    0.0                   0.0                   0.0                   10.000952471663993    
3861                  38.62367844556624     0.0                   0.0                   -17.525083612040135   0.0                   0.0                   0.0                   10.000952471663993    
3862                  38.633679398037906    0.0                   0.0                   -17.591973244147155   0.0                   0.0                   0.0                   10.000952471663993    
3863                  38.64368035050957     0.0                   0.0                   -17.65886287625418    0.0                   0.0                   0.0                   10.000952471663993    
3864                  38.653681302981234    0.0                   0.0                   -17.725752508361204   0.0                   0.0                   0.0                   10.000952471663993    
3865                  38.6636822554529      0.0                   0.0                   -17.792642140468228   0.0                   0.0                   0.0                   10.000952471663993    
3866                  38.67368320792456     0.0                   0.0                   -17.85953177257525    0.0                   0.0                   0.0                   10.000952471663993    
3867                  38.683684160396226    0.0                   0.0                   -17.926421404682273   0.0                   0.0                   0.0                   10.000952471663993    
3868                  38.69368511286789     0.0                   0.0                   -17.993311036789297   0.0                   0.0                   0.0                   10.000952471663993    
3869                  38.703686065339554    0.0                   0.0                   -18.06020066889632    0.0                   0.0                   0.0                   10.000952471663993    
3870                  38.71368701781122     0.0                   0.0                   -18.127090301003342   0.0                   0.0                   0.0                   10.000952471663993    
3871                  38.72368797028288     0.0                   0.0                   -18.193979933110366   0.0                   0.0                   0.0                   10.000952471663993    
3872                  38.733688922754546    0.0                   0.0                   -18.26086956521739    0.0                   0.0                   0.0                   10.000952471663993    
3873                  38.74368987522621     0.0                   0.0                   -18.327759197324415   0.0                   0.0                   0.0                   10.000952471663993    
3874                  38.75369082769787     0.0                   0.0                   -18.394648829431436   0.0                   0.0                   0.0                   10.000952471663993    
3875                  38.76369178016954     0.0                   0.0                   -18.46153846153846    0.0                   0.0                   0.0                   10.000952471663993    
3876                  38.7736927326412      0.0                   0.0                   -18.528428093645484   0.0                   0.0                   0.0                   10.000952471663993    
3877                  38.783693685112866    0.0                   0.0                   -18.59531772575251    0.0                   0.0                   0.0                   10.000952471663993    
3878                  38.79369463758453     0.0                   0.0                   -18.662207357859533   0.0                   0.0                   0.0                   10.000952471663993    
3879                  38.80369559005619     0.0                   0.0                   -18.729096989966553   0.0                   0.0                   0.0                   10.000952471663993    
3880                  38.81369654252786     0.0                   0.0                   -18.795986622073578   0.0                   0.0                   0.0                   10.000952471663993    
3881                  38.82369749499952     0.0                   0.0                   -18.862876254180602   0.0                   0.0                   0.0                   10.000952471663993    
3882                  38.833698447471185    0.0                   0.0                   -18.929765886287626   0.0                   0.0                   0.0                   10.000952471663993    
3883                  38.84369939994285     0.0                   0.0                   -18.996655518394647   0.0                   0.0                   0.0                   10.000952471663993    
3884                  38.85370035241451     0.0                   0.0                   -19.06354515050167    0.0                   0.0                   0.0                   10.000952471663993    
3885                  38.86370130488618     0.0                   0.0                   -19.130434782608695   0.0                   0.0                   0.0                   10.000952471663993    
3886                  38.87370225735784     0.0                   0.0                   -19.19732441471572    0.0                   0.0                   0.0                   10.000952471663993    
3887                  38.883703209829505    0.0                   0.0                   -19.26421404682274    0.0                   0.0                   0.0                   10.000952471663993    
3888                  38.89370416230117     0.0                   0.0                   -19.331103678929765   0.0                   0.0                   0.0                   10.000952471663993    
3889                  38.90370511477283     0.0                   0.0                   -19.39799331103679    0.0                   0.0                   0.0                   10.000952471663993    
3890                  38.9137060672445      0.0                   0.0                   -19.464882943143813   0.0                   0.0                   0.0                   10.000952471663993    
3891                  38.92370701971616     0.0                   0.0                   -19.531772575250834   0.0                   0.0                   0.0                   10.000952471663993    
3892                  38.933707972187825    0.0                   0.0                   -19.598662207357858   0.0                   0.0                   0.0                   10.000952471663993    
3893                  38.94370892465949     0.0                   0.0                   -19.665551839464882   0.0                   0.0                   0.0                   10.000952471663993    
3894                  38.95370987713115     0.0                   0.0                   -19.732441471571907   0.0                   0.0                   0.0                   10.000952471663993    
3895                  38.96371082960282     0.0                   0.0                   -19.799331103678927   0.0                   0.0                   0.0                   10.000952471663993    
3896                  38.97371178207448     0.0                   0.0                   -19.86622073578595    0.0                   0.0                   0.0                   10.000952471663993    
3897                  38.983712734546145    0.0                   0.0                   -19.933110367892976   0.0                   0.0                   0.0                   10.000952471663993    
3898                  38.99371368701781     0.0                   0.0                   -20.0                 0.0                   0.0                   0.0                   10.000952471663993    
3899                  39.00371463948947     0.0                   0.0                   -20.0                 0.0                   0.0                   0.0                   10.000952471663993    
3900                  39.01371559196114     0.0                   0.0                   -19.933110367892976   0.0                   0.0                   0.0                   10.000952471663993    
3901                  39.0237165444328      0.0                   0.0                   -19.86622073578595    0.0                   0.0                   0.0                   10.000952471663993    
3902                  39.033717496904465    0.0                   0.0                   -19.79933110367893    0.0                   0.0                   0.0                   10.000952471663993    
3903                  39.04371844937613     0.0                   0.0                   -19.732441471571907   0.0                   0.0                   0.0                   10.000952471663993    
3904                  39.05371940184779     0.0                   0.0                   -19.665551839464882   0.0                   0.0                   0.0                   10.000952471663993    
3905                  39.06372035431946     0.0                   0.0                   -19.598662207357858   0.0                   0.0                   0.0                   10.000952471663993    
3906                  39.07372130679112     0.0                   0.0                   -19.531772575250837   0.0                   0.0                   0.0                   10.000952471663993    
3907                  39.083722259262785    0.0                   0.0                   -19.464882943143813   0.0                   0.0                   0.0                   10.000952471663993    
3908                  39.09372321173445     0.0                   0.0                   -19.39799331103679    0.0                   0.0                   0.0                   10.000952471663993    
3909                  39.10372416420611     0.0                   0.0                   -19.331103678929765   0.0                   0.0                   0.0                   10.000952471663993    
3910                  39.11372511667778     0.0                   0.0                   -19.264214046822744   0.0                   0.0                   0.0                   10.000952471663993    
3911                  39.12372606914944     0.0                   0.0                   -19.19732441471572    0.0                   0.0                   0.0                   10.000952471663993    
3912                  39.133727021621105    0.0                   0.0                   -19.130434782608695   0.0                   0.0                   0.0                   10.000952471663993    
3913                  39.14372797409277     0.0                   0.0                   -19.06354515050167    0.0                   0.0                   0.0                   10.000952471663993    
3914                  39.15372892656443     0.0                   0.0                   -18.99665551839465    0.0                   0.0                   0.0                   10.000952471663993    
3915                  39.1637298790361      0.0                   0.0                   -18.929765886287626   0.0                   0.0                   0.0                   10.000952471663993    
3916                  39.17373083150776     0.0                   0.0                   -18.862876254180602   0.0                   0.0                   0.0                   10.000952471663993    
3917                  39.183731783979425    0.0                   0.0                   -18.795986622073578   0.0                   0.0                   0.0                   10.000952471663993    
3918                  39.19373273645109     0.0                   0.0                   -18.729096989966557   0.0                   0.0                   0.0                   10.000952471663993    
3919                  39.20373368892275     0.0                   0.0                   -18.662207357859533   0.0                   0.0                   0.0                   10.000952471663993    
3920                  39.21373464139442     0.0                   0.0                   -18.59531772575251    0.0                   0.0                   0.0                   10.000952471663993    
3921                  39.22373559386608     0.0                   0.0                   -18.528428093645484   0.0                   0.0                   0.0                   10.000952471663993    
3922                  39.233736546337745    0.0                   0.0                   -18.46153846153846    0.0                   0.0                   0.0                   10.000952471663993    
3923                  39.24373749880941     0.0                   0.0                   -18.39464882943144    0.0                   0.0                   0.0                   10.000952471663993    
3924                  39.25373845128107     0.0                   0.0                   -18.327759197324415   0.0                   0.0                   0.0                   10.000952471663993    
3925                  39.26373940375274     0.0                   0.0                   -18.26086956521739    0.0                   0.0                   0.0                   10.000952471663993    
3926                  39.2737403562244      0.0                   0.0                   -18.193979933110366   0.0                   0.0                   0.0                   10.000952471663993    
3927                  39.283741308696065    0.0                   0.0                   -18.127090301003346   0.0                   0.0                   0.0                   10.000952471663993    
3928                  39.29374226116773     0.0                   0.0                   -18.06020066889632    0.0                   0.0                   0.0                   10.000952471663993    
3929                  39.30374321363939     0.0                   0.0                   -17.993311036789297   0.0                   0.0                   0.0                   10.000952471663993    
3930                  39.31374416611106     0.0                   0.0                   -17.926421404682273   0.0                   0.0                   0.0                   10.000952471663993    
3931                  39.32374511858272     0.0                   0.0                   -17.859531772575252   0.0                   0.0                   0.0                   10.000952471663993    
3932                  39.333746071054385    0.0                   0.0                   -17.792642140468228   0.0                   0.0                   0.0                   10.000952471663993    
3933                  39.34374702352605     0.0                   0.0                   -17.725752508361204   0.0                   0.0                   0.0                   10.000952471663993    
3934                  39.35374797599771     0.0                   0.0                   -17.65886287625418    0.0                   0.0                   0.0                   10.000952471663993    
3935                  39.36374892846938     0.0                   0.0                   -17.59197324414716    0.0                   0.0                   0.0                   10.000952471663993    
3936                  39.37374988094104     0.0                   0.0                   -17.525083612040135   0.0                   0.0                   0.0                   10.000952471663993    
3937                  39.383750833412705    0.0                   0.0                   -17.45819397993311    0.0                   0.0                   0.0                   10.000952471663993    
3938                  39.39375178588437     0.0                   0.0                   -17.391304347826086   0.0                   0.0                   0.0                   10.000952471663993    
3939                  39.40375273835603     0.0                   0.0                   -17.324414715719065   0.0                   0.0                   0.0                   10.000952471663993    
3940                  39.4137536908277      0.0                   0.0                   -17.25752508361204    0.0                   0.0                   0.0                   10.000952471663993    
3941                  39.42375464329936     0.0                   0.0                   -17.190635451505017   0.0                   0.0                   0.0                   10.000952471663993    
3942                  39.433755595771025    0.0                   0.0                   -17.123745819397993   0.0                   0.0                   0.0                   10.000952471663993    
3943                  39.44375654824269     0.0                   0.0                   -17.05685618729097    0.0                   0.0                   0.0                   10.000952471663993    
3944                  39.45375750071435     0.0                   0.0                   -16.989966555183948   0.0                   0.0                   0.0                   10.000952471663993    
3945                  39.46375845318602     0.0                   0.0                   -16.923076923076923   0.0                   0.0                   0.0                   10.000952471663993    
3946                  39.47375940565768     0.0                   0.0                   -16.8561872909699     0.0                   0.0                   0.0                   10.000952471663993    
3947                  39.483760358129345    0.0                   0.0                   -16.78929765886288    0.0                   0.0                   0.0                   10.000952471663993    
3948                  39.49376131060101     0.0                   0.0                   -16.722408026755854   0.0                   0.0                   0.0                   10.000952471663993    
3949                  39.50376226307267     0.0                   0.0                   -16.65551839464883    0.0                   0.0                   0.0                   10.000952471663993    
3950                  39.51376321554434     0.0                   0.0                   -16.588628762541806   0.0                   0.0                   0.0                   10.000952471663993    
3951                  39.523764168016       0.0                   0.0                   -16.52173913043478    0.0                   0.0                   0.0                   10.000952471663993    
3952                  39.533765120487665    0.0                   0.0                   -16.45484949832776    0.0                   0.0                   0.0                   10.000952471663993    
3953                  39.54376607295933     0.0                   0.0                   -16.387959866220736   0.0                   0.0                   0.0                   10.000952471663993    
3954                  39.55376702543099     0.0                   0.0                   -16.321070234113712   0.0                   0.0                   0.0                   10.000952471663993    
3955                  39.56376797790266     0.0                   0.0                   -16.254180602006688   0.0                   0.0                   0.0                   10.000952471663993    
3956                  39.57376893037432     0.0                   0.0                   -16.187290969899667   0.0                   0.0                   0.0                   10.000952471663993    
3957                  39.583769882845985    0.0                   0.0                   -16.120401337792643   0.0                   0.0                   0.0                   10.000952471663993    
3958                  39.59377083531765     0.0                   0.0                   -16.05351170568562    0.0                   0.0                   0.0                   10.000952471663993    
3959                  39.60377178778931     0.0                   0.0                   -15.986622073578594   0.0                   0.0                   0.0                   10.000952471663993    
3960                  39.61377274026098     0.0                   0.0                   -15.919732441471572   0.0                   0.0                   0.0                   10.000952471663993    
3961                  39.62377369273264     0.0                   0.0                   -15.85284280936455    0.0                   0.0                   0.0                   10.000952471663993    
3962                  39.633774645204305    0.0                   0.0                   -15.785953177257525   0.0                   0.0                   0.0                   10.000952471663993    
3963                  39.64377559767597     0.0                   0.0                   -15.719063545150501   0.0                   0.0                   0.0                   10.000952471663993    
3964                  39.65377655014763     0.0                   0.0                   -15.652173913043478   0.0                   0.0                   0.0                   10.000952471663993    
