Time Rec (s)	Time Stamp (s)	Pos X COMM(mm)	Pos Y COMM(mm)	Pos Z COMM(mm)	Roll COMM(deg)	Pitch COMM(deg)	Yaw COMM(deg)	
1.4810400000000001    	1.48151004314         	10.1066045761         	2.3597495e-05         	0.09783166647         	-1.000114e-06         	0.004729922395        	-9.8547091e-05        	
1.4922600000000001    	1.49263000488         	10.1839046478         	-3.8366834e-05        	0.099198073149        	-2.0375597e-05        	0.004780842923        	-0.000112136964       	
1.5034800000000001    	1.50374996662         	10.2610263824         	-4.1287731e-05        	0.100595913827        	-1.7768747e-05        	0.004839441273        	-0.000116514238       	
1.5147000000000002    	1.51504004002         	10.3394899368         	0.000707821862        	0.10200227052         	-4.7929465e-05        	0.004844531417        	0.000388996064        	
1.5259200000000002    	1.52626001835         	10.4178476334         	1.1011276e-05         	0.103457696736        	9.56796e-07           	0.004935304634        	-9.6658216e-05        	
1.5371400000000002    	1.53742003441         	10.4947957993         	-6.5533379e-05        	0.104861795902        	-9.464582e-06         	0.004987029359        	-0.000124803249       	
1.5483600000000002    	1.54868996143         	10.5728549957         	0.000737914408        	0.10634765774         	-6.4569205e-05        	0.005086070392        	0.000386040658        	
1.5595800000000002    	1.56255996227         	10.6695346832         	0.000726052269        	0.108069933951        	-6.2961524e-05        	0.005072070751        	0.000391419453        	
1.5708000000000002    	1.57244002819         	10.7376098633         	0.00068050134         	0.109420694411        	-6.3646294e-05        	0.005193896126        	0.000391897978        	
1.5820200000000002    	1.58234000206         	10.8071317673         	-5.8880916e-05        	0.110704854131        	-1.9847635e-05        	0.00520818308         	-0.000117819742       	
1.5932400000000002    	1.5935100317          	10.8835754395         	-3.0086776e-05        	0.112172067165        	-8.022146e-06         	0.005255784839        	-0.000122352576       	
1.6044600000000002    	1.60479998589         	10.961306572          	0.000716836192        	0.113706424832        	-5.5665314e-05        	0.005349269137        	0.000393268245        	
1.6156800000000002    	1.61601996422         	11.0390844345         	-4.225273e-05         	0.115171946585        	-7.77057e-06          	0.005369415972        	-0.000102103157       	
1.6269                	1.62721002102         	11.1167821884         	0.000713474525        	0.116655923426        	-7.2020652e-05        	0.005404783413        	0.000385052059        	
1.63812               	1.63845002651         	11.1943655014         	-2.3333683e-05        	0.118216454983        	-8.634514e-06         	0.005482369568        	-0.00010584815        	
1.64934               	1.64962995052         	11.2703924179         	-1.5946751e-05        	0.119718968868        	-3.365867e-06         	0.005531607196        	-0.0001198561         	
1.66056               	1.66228997707         	11.3576688766         	-5.6067154e-05        	0.121460065246        	-1.4843113e-05        	0.005611558445        	-0.000109412293       	
1.67178               	1.6720700264          	11.4251794815         	-5.424345e-05         	0.122813858092        	-7.837758e-06         	0.005661347415        	-0.000142734207       	
1.683                 	1.68332004547         	11.5024194717         	0.000726151862        	0.12433398515         	-7.5969932e-05        	0.005687331315        	0.000392689049        	
1.69422               	1.6945899725          	11.5794792175         	1.0559937e-05         	0.125960215926        	-7.263853e-06         	0.005766272079        	-0.000103220635       	
1.70544               	1.70573997498         	11.6552009583         	2.2543807e-05         	0.127518638968        	-4.398741e-06         	0.005830178037        	-9.7939999e-05        	
1.71666               	1.71698999405         	11.7322692871         	0.000711980858        	0.12906435132         	-5.4897548e-05        	0.005849384237        	0.000384325336        	
